,Vacancy,Salary min,Salary max,Currency,Link,Site,Employer,Place
396,Разработчик Python,70000.0,160000.0,руб.,https://hh.ru/vacancy/67087808?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Stroki,Пермь
397,Python developer,,,,https://hh.ru/vacancy/67107812?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО «Баланс-Платформа»,Москва
398,Frontend разработчик (React),,,,https://hh.ru/vacancy/54632606?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО ДОМ.РФ,"Москва, Динамо и еще 2 "
399,Разработчик Python,,,,https://hh.ru/vacancy/67081878?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер для экспертов,Екатеринбург
400,Инженер-программист АСУ ТП,100000.0,,руб.,https://hh.ru/vacancy/67135383?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ИНТЕЛЛЕКТ-СТРОЙ,"Москва, Текстильщики"
401,PHP Developer / PHP-разработчик (senior),,,,https://hh.ru/vacancy/67416268?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Федеральная сеть книжных магазинов Читай-город,"Москва, Бутырская  и еще 3 "
402,Ведущий разработчик С++,,,,https://hh.ru/vacancy/67394573?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"МАГНИТ, Розничная сеть",Москва
403,Full - Stack Developer (JavaScript),,220000.0,руб.,https://hh.ru/vacancy/67347130?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Комлоджик,Москва
404,IOS-разработчик (Почта),,,,https://hh.ru/vacancy/49854164?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"VK, Почтовые сервисы",Москва
405,Разработчик Python,,,,https://hh.ru/vacancy/67054351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Лига Цифровой Экономики,Нижний Новгород
406,Ведущий разработчик Python,,,,https://hh.ru/vacancy/54527537?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ИЦ АЙ-ТЕКО,Москва
407,Python Developer,,,,https://hh.ru/vacancy/67086925?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер для экспертов,Москва
408,Ведущий разработчик ETL,,,,https://hh.ru/vacancy/66498323?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Русатом Инфраструктурные Решения,"Москва, Павелецкая и еще 1 "
409,Программист Python,150000.0,220000.0,руб.,https://hh.ru/vacancy/67075439?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Деплов Сергей,Краснодар
410,Программист Python,105.0,215000.0,руб.,https://hh.ru/vacancy/67076243?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тензор,"Новосибирск, Заельцовская"
411,Python developer,,,,https://hh.ru/vacancy/66688823?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NOVARDIS,Санкт-Петербург
412,Python developer,,,,https://hh.ru/vacancy/66688821?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NOVARDIS,Москва
413,Developer Python,,,,https://hh.ru/vacancy/67070973?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ИЦ АЙ-ТЕКО,"Москва, Баковка и еще 1 "
414,Программист Python,,,,https://hh.ru/vacancy/67070389?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ИЦ АЙ-ТЕКО,Москва
415,Python-разработчик,,,,https://hh.ru/vacancy/49518455?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЗАО ИСТ,"Санкт-Петербург, Василеостровская и еще 1 "
416,Python-разработчик,,,,https://hh.ru/vacancy/53284956?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Программный Продукт, ИТ-компания","Москва, Парк Победы и еще 1 "
417,Middle+ PHP Bitrix Developer,200000.0,250000.0,руб.,https://hh.ru/vacancy/53368534?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ИП Атаева Руманият Магомедшариповна,Махачкала
418,QA Automation Specialist (Python),,,,https://hh.ru/vacancy/51683811?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО «Предприятие «ЭЛТЕКС»,"Новосибирск, Заельцовская"
419,Разработчик Hadoop / Программист / Developer,,,,https://hh.ru/vacancy/66518036?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО ГНИВЦ,Москва
420,Разработчик Middle python,150000.0,180000.0,руб.,https://hh.ru/vacancy/66729496?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Специальные системы и технологии,Москва
421,Разработчик Middle python,150000.0,180000.0,руб.,https://hh.ru/vacancy/66729495?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Специальные системы и технологии,Мытищи
422,Python Middle+ разработчик,100000.0,200000.0,руб.,https://hh.ru/vacancy/52390288?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,it-aces.com,Новосибирск
423,Python Middle+ разработчик,100000.0,200000.0,руб.,https://hh.ru/vacancy/50525122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,it-aces.com,Переславль-Залесский
424,Инженер-программист,,,,https://hh.ru/vacancy/52619241?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Газпром энерго,Оренбург
425,Backend Go Lang разработчик,200000.0,,руб.,https://hh.ru/vacancy/54778362?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО АВТОДОМ,"Москва, Алтуфьево"
426,Программист Python,,250000.0,руб.,https://hh.ru/vacancy/67024970?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Сибериан.Про,Москва
427,Программист 1С,,,,https://hh.ru/vacancy/67414127?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,OCS Distribution,"Санкт-Петербург, Лесная"
428,Frontend-разработчик middle,90000.0,145000.0,руб.,https://hh.ru/vacancy/67385840?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Юкитех Лаб,Санкт-Петербург
429,Разработчик DWH,180000.0,270000.0,руб.,https://hh.ru/vacancy/67333672?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО АЙТИ.СПЕЙС,Москва
430,QA automation engineer (Selenium WebDriver + Python)/Тестировщик,,,,https://hh.ru/vacancy/67415115?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,СИГМА,"Москва, Спортивная и еще 1 "
431,ETL-разработчик,,,,https://hh.ru/vacancy/55405095?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"ПАО МегаФон, IT","Москва, Маяковская и еще 2 "
432,Python-разработчик,170000.0,270000.0,руб.,https://hh.ru/vacancy/66969933?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Контур,Иваново (Ивановская область)
433,Python-разработчик,170000.0,270000.0,руб.,https://hh.ru/vacancy/66969928?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Контур,Ростов-на-Дону
434,Python-разработчик,170000.0,270000.0,руб.,https://hh.ru/vacancy/66969920?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Контур,Самара
435,Python-разработчик,170000.0,270000.0,руб.,https://hh.ru/vacancy/66969913?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Контур,Иннополис
436,Python-разработчик,170000.0,270000.0,руб.,https://hh.ru/vacancy/66969911?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Контур,Ижевск
437,Python-разработчик,170000.0,270000.0,руб.,https://hh.ru/vacancy/66969907?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Контур,Казань
438,Flutter-разработчик,,,,https://hh.ru/vacancy/67170562?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО «Газпром нефть»,Санкт-Петербург
439,Java разработчик,,,,https://hh.ru/vacancy/67077149?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Star-Staff,Москва
440,Frontend-разработчик (react),,,,https://hh.ru/vacancy/67047890?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Диалог Регионы,"Москва, Парк культуры и еще 2 "
441,Программист Python (Senior),,275000.0,руб.,https://hh.ru/vacancy/67117118?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Distillery,"Санкт-Петербург, Адмиралтейская"
442,Python developer (Django),,,,https://hh.ru/vacancy/66108671?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Kokoc Group,Санкт-Петербург
443,Python developer (Django),,,,https://hh.ru/vacancy/66081560?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Kokoc Group,Москва
444,Python Developer,100000.0,,руб.,https://hh.ru/vacancy/66492618?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Дартс рекрутинг сервисез,Санкт-Петербург
445,Разработчик Python - Middle/Senior backend программист,60000.0,105000.0,руб.,https://hh.ru/vacancy/53090092?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Компания Бревис,Тула
446,Старший backend-разработчик,,,,https://hh.ru/vacancy/67372122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Capital Group,Москва
447,Программист Python,,80000.0,руб.,https://hh.ru/vacancy/66981981?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Hook Рroduction,Новосибирск
448,Backend разработчик (Rust),,,,https://hh.ru/vacancy/67376873?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Р-Вижн,Москва
449,Программист Python,115000.0,220000.0,руб.,https://hh.ru/vacancy/66974182?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тензор,Тюмень
450,Frontend разработчик React,,,,https://hh.ru/vacancy/67374734?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Р-Вижн,Москва
451,Разработчик программного обеспечения,,,,https://hh.ru/vacancy/54002362?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Аптеки Столички,"Москва, Полежаевская"
452,Ведущий разработчик Python,,,,https://hh.ru/vacancy/55348874?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Кловер Групп,Москва
453,Developer Unity 3D/C# (middle),,,,https://hh.ru/vacancy/67137447?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Gaijin Games,Москва
454,Разработчик Asterisk/Python,,,,https://hh.ru/vacancy/67067174?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Контур,Екатеринбург
455,Application Developer (Linux)/разработчик прикладных решений (Linux),,,,https://hh.ru/vacancy/67409885?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ВедаПроект,"Москва, Бауманская и еще 1 "
456,Backend-Developer Python (middle),,,,https://hh.ru/vacancy/67173909?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Онлайн-школа Тетрика,"Москва, Курская"
457,Разработчик ETL (Hadoop),,,,https://hh.ru/vacancy/67361222?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Иннотех, Группа компаний",Москва
458,Разработчик Python,,,,https://hh.ru/vacancy/55568157?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО «Газпромнефть Бизнес-сервис»,Санкт-Петербург
459,Senior Python developer,200000.0,250000.0,руб.,https://hh.ru/vacancy/54623880?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NETRIKA,Санкт-Петербург
460,Аналитик-разработчик в группу «Поиск»,,,,https://hh.ru/vacancy/55232554?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Okko,Москва
461,Python + JS разработчик,,250000.0,руб.,https://hh.ru/vacancy/67121068?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Гарпикс,Набережные Челны
462,Middle Python разработчик,190000.0,235000.0,руб.,https://hh.ru/vacancy/54557297?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ВижнЛабс (VisionLabs),Москва
463,"Инженер по автоматизации тестирования Python, Поиск, Индексация",,,,https://hh.ru/vacancy/50880902?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
464,Программист микроконтроллеров,75000.0,,руб.,https://hh.ru/vacancy/67349914?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО АО НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР АВТОМАТИКИ И ПРИБОРОСТРОЕНИЯ ИМЕНИ АКАДЕМИКА Н.А. ПИЛЮГИНА,Москва
465,Разработчик BI,,,,https://hh.ru/vacancy/66105149?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Finbridge,Ростов-на-Дону
466,Разработчик Go и Python,,,,https://hh.ru/vacancy/67120872?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,"Москва, Кожуховская"
467,Junior программист-разработчик,50000.0,100000.0,руб.,https://hh.ru/vacancy/67301660?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Фирма АНКАД,Зеленоград
468,Старший программист Pl/SQL,,,,https://hh.ru/vacancy/55562208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЭР-Телеком,Пермь
469,ETL разработчик,,,,https://hh.ru/vacancy/67041886?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Лига Цифровой Экономики,"Москва, Полянка"
470,Backend разработчик (Backend developer),,,,https://hh.ru/vacancy/67171282?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Цифровой Платеж,Киров (Кировская область)
471,Junior Python разработчик,60000.0,,руб.,https://hh.ru/vacancy/67028252?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Виста,Санкт-Петербург
472,Разработчик PHP,,,,https://hh.ru/vacancy/66735030?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,INFOWATCH,Москва
473,Senior Android Developer в Platform team,,,,https://hh.ru/vacancy/54889390?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,inDriver,"Москва, Белорусская"
474,Разработчик AirFlow,,,,https://hh.ru/vacancy/67288841?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,"Москва, Тульская"
475,Senior Python Engineer,250000.0,300000.0,руб.,https://hh.ru/vacancy/67254701?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Рекон Групп,Санкт-Петербург
476,React developer,,,,https://hh.ru/vacancy/67348117?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Москва
477,Программист (Backend-разработчик),70000.0,,руб.,https://hh.ru/vacancy/47009544?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,TAYLE,Волгоград
478,Разработчик БД,,130000.0,руб.,https://hh.ru/vacancy/54449004?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Ладога Дистрибьюшен,Москва
479,Аналитик/Junior разработчик python,,,,https://hh.ru/vacancy/66748896?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО СМ,"Новосибирск, Речной вокзал"
480,Frontend-разработчик middle,80000.0,130000.0,руб.,https://hh.ru/vacancy/67346621?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Юкитех Лаб,Владимир
481,Senior Developer С/С++,,,,https://hh.ru/vacancy/46152540?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Актив,Москва
