,Vacancy,Salary min,Salary max,Currency,Link,Site,Employer,Place
482,Бекэнд разработчик Python,120000.0,,руб.,https://hh.ru/vacancy/66106707?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ФБУ РОСТЕСТ-МОСКВА,Москва
483,Инженер-программист микроконтроллеров,100000.0,150000.0,руб.,https://hh.ru/vacancy/49784077?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Актив,Москва
484,Junior developer SQL,60000.0,,руб.,https://hh.ru/vacancy/52523099?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Катрен НПК,Новосибирск
485,Ведущий программист linux,,,,https://hh.ru/vacancy/67375692?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Милур ИС,Москва
486,Middle Python developer,80000.0,130000.0,руб.,https://hh.ru/vacancy/67031777?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Айтек,Омск
487,Инженер-программист Python,,,,https://hh.ru/vacancy/67029599?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Айдеко,Екатеринбург
488,Linux Kernel Developer,,,,https://hh.ru/vacancy/54295967?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SberDevices,Москва
489,Software Engineer/Программист,,,,https://hh.ru/vacancy/52060626?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ай-Теко (I-Teco),Нижний Новгород
490,Разработчик бэкенда в Поиск,,,,https://hh.ru/vacancy/67303809?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,"Москва, Парк культуры"
491,Разработчик Python (Middle/Senior),,,,https://hh.ru/vacancy/67072641?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ИЦ АЙ-ТЕКО,Москва
492,Backend разработчик (Ruby),,,,https://hh.ru/vacancy/67335873?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Hi, Rockits!",Москва
493,Программист Python,120000.0,202000.0,руб.,https://hh.ru/vacancy/66952533?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тензор,Казань
494,Middle Python developer,,,,https://hh.ru/vacancy/55835514?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Курсус,"Санкт-Петербург, Чернышевская"
495,"Разработчик Python (Middle, Senior)",,,,https://hh.ru/vacancy/55088580?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NGENIX,"Москва, Аэропорт и еще 2 "
496,Разработчик,,,,https://hh.ru/vacancy/67155095?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Северсталь. Сервисные компании,Пермь
497,"Разработчик Golang, Ozon Fresh",,,,https://hh.ru/vacancy/55484813?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon fresh,Москва
498,"Разработчик Golang, Ozon Fresh",,,,https://hh.ru/vacancy/55510526?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon fresh,Волгоград
499,"Разработчик Golang, Ozon Fresh",,,,https://hh.ru/vacancy/55510525?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon fresh,Краснодар
500,Разработчик Python,80000.0,130000.0,руб.,https://hh.ru/vacancy/54815811?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Коммерческий банк «Хлынов»,Киров (Кировская область)
501,Frontend-разработчик,,,,https://hh.ru/vacancy/66948642?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Компания Орбита,"Москва, Славянский бульвар"
502,Go-разработчик,,,,https://hh.ru/vacancy/50421344?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Mercury Development,Санкт-Петербург
503,Python-разработчик,100000.0,,руб.,https://hh.ru/vacancy/66871725?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Орбитсофт Солюшенс,Ростов-на-Дону
504,Разработчик/программист Oracle,,,,https://hh.ru/vacancy/54945875?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Colvir Software Solutions,Москва
505,Разработчик ETL\DWH [id9725],,,,https://hh.ru/vacancy/66824232?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО «Газпром нефть»,Екатеринбург
506,Разработчик ETL\DWH [id9725],,,,https://hh.ru/vacancy/66824231?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО «Газпром нефть»,Санкт-Петербург
507,Python Developer,,,,https://hh.ru/vacancy/66920876?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Лаборатория Касперского,"Москва, Водный стадион"
508,Python-разработчик (Рамблер/рекомендации),,,,https://hh.ru/vacancy/67051268?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Rambler&Co,"Москва, Тульская"
509,"Senior Python developer в МТС Аналитику (центр RnD, Big Data)",,,,https://hh.ru/vacancy/67259691?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"ПАО «МТС», IT",Москва
510,Python разработчик,,,,https://hh.ru/vacancy/66866123?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Монополия,Москва
511,Python разработчик,,,,https://hh.ru/vacancy/66866124?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Монополия,Санкт-Петербург
512,Python Developer,,,,https://hh.ru/vacancy/66918924?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Гринатом,Москва
513,Python разработчик,,,,https://hh.ru/vacancy/46188764?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Омкирмет-плюс,Киров (Кировская область)
514,Старший С++ разработчик (search services),,,,https://hh.ru/vacancy/66952561?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"VK, Карты","Москва, Аэропорт"
515,Python Developer,,,,https://hh.ru/vacancy/67053949?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО ОКБ,"Москва, Павелецкая и еще 2 "
516,Преподаватель курса Python-разработчик,32400.0,50000.0,руб.,https://hh.ru/vacancy/55437723?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Бруноям,Санкт-Петербург
517,Python разработчик,,,,https://hh.ru/vacancy/55416949?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер для экспертов,Москва
518,Python разработчик,,,,https://hh.ru/vacancy/66849581?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Holyweb,Саратов
519,Python разработчик,,,,https://hh.ru/vacancy/66844910?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Совкомбанк Технологии,Хабаровск
520,Разработчик Python,,,,https://hh.ru/vacancy/66803970?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SberTech,Санкт-Петербург
521,Разработчик 1С,,220000.0,руб.,https://hh.ru/vacancy/66791993?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ANCOR,Москва
522,Ведущий разработчик Linux,,,,https://hh.ru/vacancy/67304028?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Softline,Москва
523,Программист отдела развития инструментов анализа данных,,,,https://hh.ru/vacancy/50585956?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Бауцентр Рус,Калининград
524,Backend - разработчик Python (удаленная работа),,,,https://hh.ru/vacancy/55849774?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BFG Group,Ижевск
525,Программист SQL,,,,https://hh.ru/vacancy/66173564?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Кадровик,Владивосток
526,Разработчик (Frontend developer / Vue.js),100000.0,200000.0,руб.,https://hh.ru/vacancy/67276601?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Статус,Тюмень
527,Старший разработчик DWH,,,,https://hh.ru/vacancy/66554995?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,СИТИЛИНК,"Москва, Мякинино"
528,Senior Go Developer,,6000.0,USD,https://hh.ru/vacancy/67351398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Lucky Hunter,Москва
529,Разработчик Python,,,,https://hh.ru/vacancy/66097514?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО «Газпром нефть»,Санкт-Петербург
530,Senior Python developer (MLOps),3500.0,,EUR,https://hh.ru/vacancy/66073263?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Wisebits,Новосибирск
531,Senior Python developer (MLOps),3500.0,,EUR,https://hh.ru/vacancy/55856392?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Wisebits,Москва
532,Математик - программист технической поддержки ПО,,,,https://hh.ru/vacancy/54668979?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Новосибирский государственный университет,Новосибирск
533,Python Developer,,,,https://hh.ru/vacancy/66862114?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Москва
534,Разработчик python,,130000.0,руб.,https://hh.ru/vacancy/54881284?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Кадровик,Владивосток
535,Middle Backend Python Developer,,,,https://hh.ru/vacancy/55106678?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,QIWI,"Москва, Чертановская"
536,Senior Backend Python Developer,,,,https://hh.ru/vacancy/55106701?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,QIWI,"Москва, Чертановская"
537,Разработчик BMC Remedy (Удаленно),,,,https://hh.ru/vacancy/48758705?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО РТ Лабс,Москва
538,Программист Python,,,,https://hh.ru/vacancy/66852511?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Insider Week,Москва
539,Системный аналитик / разработчик (Oracle SQL),,,,https://hh.ru/vacancy/66514903?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ДИКСИ. Офис,Москва
540,Python разработчик (ISIM),,,,https://hh.ru/vacancy/66952953?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Positive Technologies,Нижний Новгород
541,Python разработчик (ISIM),,,,https://hh.ru/vacancy/66952954?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Positive Technologies,Новосибирск
542,Стажер (Java-разработчик),,,,https://hh.ru/vacancy/67279512?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"ПАО «МТС», IT",Москва
543,Python тимлид (Будапешт/Москва),330000.0,460000.0,руб.,https://hh.ru/vacancy/67219960?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,getmatch,Москва
544,Разработчик (SAS:Data/ETL),264000.0,280500.0,руб.,https://hh.ru/vacancy/67329576?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Skipp.pro,Москва
545,Главный специалист (Java разработчик),,,,https://hh.ru/vacancy/67324317?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Московский метрополитен,"Москва, Селигерская"
546,Ведущий инженер-программист,146450.0,,руб.,https://hh.ru/vacancy/48297522?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"АО Энергокабель, Завод",Электросталь
547,Ведущий инженер-программист,,,,https://hh.ru/vacancy/50013083?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"АО Энергокабель, Завод",Реутов
548,Ведущий инженер-программист,146500.0,,руб.,https://hh.ru/vacancy/50013082?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"АО Энергокабель, Завод",Железнодорожный
549,Программист Full Stack,,,,https://hh.ru/vacancy/66494613?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,НОРБИТ,Казань
550,Программист Full Stack,,,,https://hh.ru/vacancy/66494612?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,НОРБИТ,Самара
551,Программист Full Stack,,,,https://hh.ru/vacancy/66494611?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,НОРБИТ,Курск
552,Программист Full Stack,,,,https://hh.ru/vacancy/66494610?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,НОРБИТ,Киров (Кировская область)
553,Программист Full Stack,,,,https://hh.ru/vacancy/66494609?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,НОРБИТ,"Нижний Новгород, Горьковская"
554,Разработчик фронтенд,,,,https://hh.ru/vacancy/55478704?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Моринтех,Москва
555,Разработчик баз данных (PostgreSQL),160000.0,160000.0,руб.,https://hh.ru/vacancy/54167209?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Гарант,Москва
556,Программист Full Stack,,,,https://hh.ru/vacancy/66494608?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,НОРБИТ,"Москва, Динамо"
557,RTL-разработчик (Senior),150000.0,200000.0,руб.,https://hh.ru/vacancy/52041387?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Дизайн-центр цифровой микроэлектроники МГУ имени М.В. Ломоносова,"Москва, Ленинский проспект"
